min_score,sl_pips,rr,trades,win_rate,profit_factor,max_dd_pct,max_dd_abs,return_pct,net_pnl,sharpe,ftmo_ok,reason
6,12.0,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,12.0,2.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,12.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
6,15.0,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,15.0,2.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
6,15.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
6,20.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
6,20.0,2.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
6,20.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
7,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,5.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
