min_score,sl_pips,rr,trades,win_rate,profit_factor,max_dd_pct,max_dd_abs,return_pct,net_pnl,sharpe,ftmo_ok,reason
5,5.0,2.0,58,27.6,0.722,13.16,1355.18,-10.55,-1055.01,-2.36,False,DD 13.2%
5,5.0,2.5,64,25.0,0.764,12.89,1325.41,-10.45,-1044.85,-1.88,False,DD 12.9%
5,5.0,3.0,67,22.4,0.782,13.09,1348.02,-10.51,-1050.7,-1.66,False,DD 13.1%
5,8.0,2.0,55,25.5,0.714,15.07,1582.31,-10.79,-1079.48,-2.49,False,DD 15.1%
5,8.0,2.5,58,22.4,0.755,16.33,1749.27,-10.39,-1038.98,-1.99,False,DD 16.3%
5,8.0,3.0,84,21.4,0.841,17.81,1950.5,-10.01,-1001.16,-1.18,False,DD 17.8%
5,10.0,2.0,54,25.9,0.715,15.92,1688.92,-10.8,-1080.0,-2.5,False,DD 15.9%
5,10.0,2.5,54,22.2,0.742,13.92,1454.67,-10.06,-1005.61,-2.12,False,DD 13.9%
5,10.0,3.0,156,28.8,1.236,14.15,1517.45,26.03,2603.43,1.45,False,DD 14.2%
5,12.0,2.0,86,29.1,0.828,16.96,1836.73,-10.06,-1006.22,-1.41,False,DD 17.0%
5,12.0,2.5,50,22.0,0.716,15.23,1607.48,-10.53,-1052.87,-2.39,False,DD 15.2%
5,12.0,3.0,79,21.5,0.826,17.06,1842.16,-10.47,-1046.53,-1.31,False,DD 17.1%
5,15.0,2.0,44,25.0,0.678,13.53,1407.71,-10.07,-1006.81,-2.9,False,DD 13.5%
5,15.0,2.5,102,25.5,0.854,16.01,1702.31,-10.69,-1068.89,-1.13,False,DD 16.0%
5,15.0,3.0,91,22.0,0.841,16.76,1795.07,-10.85,-1085.25,-1.19,False,DD 16.8%
5,20.0,2.0,106,38.7,1.243,11.39,1302.43,16.34,1634.43,1.64,False,DD 11.4%
5,20.0,2.5,94,30.9,1.076,12.74,1412.68,5.12,512.14,0.53,False,DD 12.7%
5,20.0,3.0,90,28.9,1.159,11.39,1307.28,10.94,1093.99,1.02,False,DD 11.4%
6,5.0,2.0,15,73.3,5.316,1.99,224.1,19.44,1943.8,14.06,True,ok
6,5.0,2.5,12,83.3,11.764,1.99,236.55,25.46,2546.11,22.66,True,ok
6,5.0,3.0,12,66.7,5.956,1.99,226.11,21.69,2168.54,13.95,True,ok
6,8.0,2.0,11,72.7,5.34,1.0,108.22,13.69,1368.6,14.03,True,ok
6,8.0,2.5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,8.0,3.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,10.0,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,10.0,2.5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,10.0,3.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,12.0,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,12.0,2.5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,12.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,15.0,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (8<10)
6,15.0,2.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,15.0,3.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,20.0,2.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,20.0,2.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (7<10)
6,20.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,pocos trades (6<10)
7,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,5.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,8.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,10.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,12.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,15.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
7,20.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,sin señales
